COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,SYNC,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
21.0,0.0,4194.3589743589755,4217.435897435899,4173.333333333335,4180.512820512822,4182.564102564104,4176.410256410258,4116.923076923078,4182.051282051283,4208.20512820513,4202.564102564104,4202.564102564104,4203.076923076925,4288.71794871795,4197.94871794872,0.0,2052.0,2031.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
22.0,0.0,4193.846153846155,4231.794871794873,4177.94871794872,4188.20512820513,4184.615384615386,4177.435897435899,4112.8205128205145,4174.871794871797,4210.256410256412,4204.615384615386,4205.641025641027,4204.615384615386,4295.384615384617,4197.94871794872,0.0,2052.0,2031.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
23.0,0.0,4196.410256410258,4245.128205128207,4182.051282051283,4199.487179487181,4184.102564102565,4187.179487179489,4106.666666666668,4180.512820512822,4217.435897435899,4207.179487179489,4211.282051282053,4209.743589743592,4294.871794871797,4203.076923076925,0.0,2053.0,2028.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
24.0,0.0,4205.641025641027,4246.666666666668,4184.102564102565,4205.128205128207,4185.128205128207,4190.769230769232,4157.435897435899,4188.71794871795,4222.051282051283,4206.666666666668,4218.46153846154,4218.97435897436,4293.333333333335,4211.794871794873,0.0,2052.0,2027.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
25.0,0.0,4207.179487179489,4244.102564102565,4185.128205128207,4208.20512820513,4181.538461538463,4188.71794871795,4219.487179487181,4186.666666666668,4222.564102564104,4210.256410256412,4219.487179487181,4217.94871794872,4293.333333333335,4215.384615384617,0.0,2054.0,2027.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
26.0,0.0,4208.20512820513,4235.897435897437,4188.71794871795,4211.282051282053,4181.0256410256425,4186.666666666668,4234.871794871797,4184.102564102565,4220.512820512822,4210.256410256412,4212.307692307694,4216.410256410258,4287.692307692309,4211.794871794873,0.0,2053.0,2028.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
27.0,0.0,4204.615384615386,4218.46153846154,4193.333333333335,4212.307692307694,4188.71794871795,4185.128205128207,4208.20512820513,4183.589743589745,4214.871794871797,4206.153846153848,4204.615384615386,4217.435897435899,4277.94871794872,4208.20512820513,0.0,2052.0,2027.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
28.0,0.0,4193.846153846155,4204.615384615386,4188.71794871795,4213.846153846155,4184.615384615386,4181.538461538463,4173.846153846155,4181.538461538463,4214.871794871797,4206.153846153848,4201.538461538463,4212.307692307694,4274.3589743589755,4207.692307692309,0.0,2052.0,2025.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
29.0,0.0,4199.487179487181,4209.743589743592,4190.769230769232,4214.3589743589755,4181.538461538463,4183.589743589745,4170.769230769232,4184.615384615386,4220.000000000002,4207.692307692309,4206.666666666668,4214.871794871797,4275.384615384617,4212.307692307694,0.0,2052.0,2026.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
30.0,0.0,4212.8205128205145,4227.692307692309,4198.46153846154,4205.128205128207,4181.538461538463,4191.282051282053,4185.641025641027,4190.256410256412,4217.435897435899,4208.20512820513,4213.846153846155,4223.076923076925,4272.307692307694,4214.3589743589755,0.0,2052.0,2025.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
31.0,0.0,4210.256410256412,4236.410256410258,4198.46153846154,4196.923076923078,4180.512820512822,4191.794871794873,4209.23076923077,4191.282051282053,4214.871794871797,4207.692307692309,4211.282051282053,4220.512820512822,4264.615384615386,4207.692307692309,0.0,2052.0,2024.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
32.0,0.0,4208.71794871795,4233.846153846155,4197.435897435899,4201.538461538463,4184.102564102565,4188.71794871795,4260.512820512822,4190.256410256412,4220.512820512822,4211.794871794873,4206.153846153848,4217.435897435899,4263.076923076925,4208.71794871795,0.0,2051.0,2027.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
33.0,0.0,4206.666666666668,4222.051282051283,4192.307692307694,4206.666666666668,4183.589743589745,4190.256410256412,4271.794871794873,4188.71794871795,4218.97435897436,4211.282051282053,4207.179487179489,4214.3589743589755,4260.512820512822,4209.743589743592,0.0,2051.0,2029.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
34.0,0.0,4194.871794871797,4203.589743589745,4187.179487179489,4200.512820512822,4183.589743589745,4190.769230769232,4239.487179487181,4186.153846153848,4207.692307692309,4205.641025641027,4205.128205128207,4204.102564102565,4249.743589743592,4198.97435897436,0.0,2052.0,2028.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
35.0,0.0,4192.307692307694,4204.615384615386,4190.769230769232,4194.3589743589755,4185.641025641027,4181.538461538463,4206.153846153848,4187.179487179489,4209.23076923077,4205.641025641027,4200.512820512822,4206.153846153848,4245.128205128207,4195.384615384617,0.0,2051.0,2026.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
36.0,0.0,4194.3589743589755,4213.846153846155,4184.615384615386,4193.333333333335,4184.102564102565,4173.846153846155,4141.0256410256425,4187.692307692309,4213.333333333335,4206.153846153848,4198.97435897436,4212.307692307694,4249.23076923077,4199.487179487181,0.0,2051.0,2028.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
