COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,SYNC,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
118.0,0.0,4193.333333333335,4153.846153846155,4172.8205128205145,4163.076923076925,4168.20512820513,4164.615384615386,4009.743589743591,4192.307692307694,4185.128205128207,4188.20512820513,4204.102564102565,4228.20512820513,4031.7948717948734,4187.179487179489,807.0,2048.0,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,0.0,4183.076923076925,4147.179487179489,4172.8205128205145,4157.435897435899,4168.71794871795,4168.71794871795,4039.487179487181,4191.282051282053,4176.410256410258,4188.71794871795,4197.435897435899,4222.051282051283,4021.5384615384633,4183.076923076925,825.0,2048.0,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,0.0,4188.20512820513,4161.538461538463,4177.94871794872,4160.000000000002,4175.897435897437,4176.410256410258,4029.743589743591,4182.564102564104,4178.97435897436,4189.743589743592,4200.000000000002,4222.051282051283,4028.71794871795,4187.179487179489,839.0,2048.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,0.0,4195.897435897437,4167.692307692309,4177.94871794872,4168.20512820513,4168.71794871795,4172.8205128205145,4006.6666666666683,4183.076923076925,4184.615384615386,4191.282051282053,4202.564102564104,4232.307692307694,4042.0512820512836,4188.20512820513,845.0,2045.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,0.0,4181.538461538463,4155.384615384617,4167.179487179489,4155.897435897437,4168.71794871795,4174.3589743589755,4027.1794871794887,4189.743589743592,4180.512820512822,4188.71794871795,4195.897435897437,4225.128205128207,4030.7692307692323,4176.923076923078,807.0,2042.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,0.0,4151.794871794873,4136.410256410258,4143.589743589745,4124.615384615386,4170.256410256412,4175.384615384617,4063.0769230769247,4181.538461538463,4162.564102564104,4180.000000000002,4178.97435897436,4190.256410256412,3994.358974358976,4148.71794871795,825.0,2040.0,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,0.0,4158.97435897436,4141.0256410256425,4155.897435897437,4145.641025641027,4169.23076923077,4178.97435897436,4058.9743589743603,4178.97435897436,4160.512820512822,4181.538461538463,4173.333333333335,4192.307692307694,3987.692307692309,4149.23076923077,839.0,2042.0,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,0.0,4192.8205128205145,4152.8205128205145,4198.97435897436,4173.846153846155,4174.3589743589755,4187.179487179489,4056.4102564102577,4198.46153846154,4176.923076923078,4188.71794871795,4184.615384615386,4241.0256410256425,4011.2820512820526,4189.23076923077,845.0,2041.0,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,0.0,4172.8205128205145,4162.051282051283,4156.410256410258,4159.487179487181,4168.20512820513,4184.615384615386,4069.230769230771,4205.128205128207,4181.538461538463,4186.153846153848,4193.333333333335,4222.564102564104,4026.1538461538476,4179.487179487181,807.0,2042.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,0.0,4151.794871794873,4172.8205128205145,4099.487179487181,4146.153846153848,4163.589743589745,4183.589743589745,4052.8205128205145,4197.94871794872,4187.179487179489,4186.666666666668,4204.102564102565,4180.000000000002,4041.5384615384633,4155.897435897437,825.0,2041.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,0.0,4196.923076923078,4169.23076923077,4166.153846153848,4162.051282051283,4166.153846153848,4188.71794871795,4060.0000000000014,4218.97435897436,4202.051282051283,4192.8205128205145,4214.871794871797,4233.846153846155,4064.615384615386,4190.256410256412,839.0,2041.0,2051.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
0.0,0.0,4203.076923076925,4167.692307692309,4223.589743589745,4157.435897435899,4173.846153846155,4181.538461538463,4103.076923076925,4227.692307692309,4190.256410256412,4185.128205128207,4199.487179487181,4264.615384615386,4057.9487179487196,4196.923076923078,796.0,2041.0,2057.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
1.0,0.0,4157.435897435899,4175.384615384617,4176.410256410258,4148.71794871795,4180.512820512822,4172.8205128205145,4105.641025641027,4198.97435897436,4175.897435897437,4179.487179487181,4195.384615384617,4203.076923076925,4050.256410256412,4164.102564102565,834.0,2043.0,2061.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
